id,SFnum_G,PFnum_G,Cnum_G,SGnum_G,PGnum_G,SFnum_O,PFnum_O,Cnum_O,SGnum_O,PGnum_O,secs,score_GSW,score_OPP,sO-sG,game
4330,2,0,1,1,1,1,1,1,0,2,0,0,0,0,20160530/OKCGSW
4331,2,0,1,1,1,1,0,1,1,2,5,0,0,0,20160530/OKCGSW
4332,1,1,1,1,1,1,0,1,1,2,149,3,5,2,20160530/OKCGSW
4333,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160530/OKCGSW
4334,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160530/OKCGSW
4335,1,1,1,1,1,1,0,1,1,2,65,0,2,2,20160530/OKCGSW
4336,1,1,1,1,1,1,1,1,1,1,127,11,2,-9,20160530/OKCGSW
4337,1,1,1,1,1,1,1,1,1,1,50,0,4,4,20160530/OKCGSW
4338,2,1,0,1,1,1,1,1,1,1,139,5,4,-1,20160530/OKCGSW
4339,2,1,0,1,1,1,1,0,1,2,54,2,2,0,20160530/OKCGSW
4340,1,1,1,1,1,1,1,1,1,1,182,5,5,0,20160530/OKCGSW
4341,1,1,1,1,1,1,1,1,1,1,196,12,4,-8,20160530/OKCGSW
4342,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160530/OKCGSW
4343,2,0,1,1,1,1,1,0,1,2,86,2,0,-2,20160530/OKCGSW
4344,2,0,1,2,0,1,1,0,1,2,101,4,2,-2,20160530/OKCGSW
4345,2,0,1,2,0,0,1,1,1,2,0,0,0,0,20160530/OKCGSW
4346,2,0,1,2,0,0,1,1,1,2,0,1,0,-1,20160530/OKCGSW
4347,1,0,1,2,1,0,1,1,1,2,28,0,0,0,20160530/OKCGSW
4348,1,0,1,2,1,1,0,1,1,2,54,5,0,-5,20160530/OKCGSW
4349,1,0,1,2,1,1,1,1,1,1,30,2,1,-1,20160530/OKCGSW
4350,1,0,1,2,1,1,1,0,1,2,0,0,0,0,20160530/OKCGSW
4351,1,1,1,1,1,1,1,0,1,2,113,2,5,3,20160530/OKCGSW
4352,1,1,1,1,1,1,1,1,1,1,63,0,2,2,20160530/OKCGSW
4353,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160530/OKCGSW
4354,1,1,1,1,1,1,1,1,1,1,149,7,9,2,20160530/OKCGSW
4355,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160530/OKCGSW
4356,2,1,0,1,1,1,1,0,1,2,375,16,13,-3,20160530/OKCGSW
4269,1,1,1,1,1,1,1,1,1,1,302,10,9,-1,20160528/GSWOKC
4270,1,1,1,1,1,1,1,1,1,1,20,0,0,0,20160528/GSWOKC
4271,1,1,1,1,1,1,1,1,1,1,117,2,7,5,20160528/GSWOKC
4272,1,1,1,1,1,0,1,1,1,2,0,0,0,0,20160528/GSWOKC
4273,2,1,0,1,1,0,1,1,1,2,0,0,0,0,20160528/GSWOKC
4274,2,1,0,1,1,0,1,0,1,3,132,5,4,-1,20160528/GSWOKC
4275,2,1,0,1,1,1,0,0,1,3,0,0,0,0,20160528/GSWOKC
4276,2,1,0,1,1,1,0,1,1,2,0,0,0,0,20160528/GSWOKC
4277,2,1,0,2,0,1,0,1,1,2,109,3,3,0,20160528/GSWOKC
4278,2,1,0,2,0,1,0,0,1,3,0,0,0,0,20160528/GSWOKC
4279,2,1,0,2,0,1,1,0,0,3,0,0,0,0,20160528/GSWOKC
4280,2,0,1,1,1,1,1,1,0,2,104,0,6,6,20160528/GSWOKC
4281,1,0,1,1,2,1,1,1,0,2,0,0,0,0,20160528/GSWOKC
4282,1,1,0,1,2,1,1,1,0,2,0,0,0,0,20160528/GSWOKC
4283,1,1,1,1,1,1,1,1,0,2,34,0,0,0,20160528/GSWOKC
4284,1,1,1,1,1,1,1,1,1,1,24,1,1,0,20160528/GSWOKC
4285,1,1,1,1,1,1,0,1,1,2,110,2,3,1,20160528/GSWOKC
4286,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160528/GSWOKC
4287,1,1,1,1,1,1,0,1,1,2,153,5,6,1,20160528/GSWOKC
4288,1,1,1,1,1,1,0,1,1,2,53,3,2,-1,20160528/GSWOKC
4289,1,1,1,1,1,1,1,1,1,1,70,5,2,-3,20160528/GSWOKC
4290,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160528/GSWOKC
4291,1,1,1,1,1,1,1,1,1,1,59,4,3,-1,20160528/GSWOKC
4292,1,1,1,1,1,1,1,1,1,1,20,1,2,1,20160528/GSWOKC
4293,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160528/GSWOKC
4294,2,1,0,1,1,1,1,0,1,2,26,1,1,0,20160528/GSWOKC
4295,2,0,1,1,1,1,1,0,1,2,35,3,2,-1,20160528/GSWOKC
4296,2,0,1,1,1,1,0,1,1,2,0,0,0,0,20160528/GSWOKC
4297,2,0,1,1,1,1,0,1,1,2,26,2,2,0,20160528/GSWOKC
4298,1,1,1,1,1,1,1,1,1,1,123,10,4,-6,20160528/GSWOKC
4299,1,1,1,1,1,1,1,1,1,1,159,5,7,2,20160528/GSWOKC
4300,1,1,1,1,1,1,1,1,1,1,65,2,4,2,20160528/GSWOKC
4301,2,1,0,1,1,1,1,1,1,1,0,0,0,0,20160528/GSWOKC
4302,2,1,0,1,1,1,1,1,1,1,23,0,0,0,20160528/GSWOKC
4303,2,1,0,1,1,1,1,0,1,2,98,5,6,1,20160528/GSWOKC
4304,2,1,0,1,1,1,1,0,1,2,0,0,0,0,20160528/GSWOKC
4305,2,1,0,2,0,1,1,0,1,2,0,0,0,0,20160528/GSWOKC
4306,1,1,1,2,0,1,1,0,1,2,59,4,2,-2,20160528/GSWOKC
4307,1,1,1,2,0,1,1,1,1,1,44,2,1,-1,20160528/GSWOKC
4308,2,0,1,2,0,1,1,1,1,1,34,0,4,4,20160528/GSWOKC
4309,2,0,1,2,0,1,0,1,1,2,0,0,0,0,20160528/GSWOKC
4310,1,1,1,1,1,1,0,1,0,3,72,3,3,0,20160528/GSWOKC
4311,1,1,1,1,1,1,0,1,0,3,0,0,0,0,20160528/GSWOKC
4312,1,1,1,1,1,1,0,1,1,2,75,3,2,-1,20160528/GSWOKC
4313,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160528/GSWOKC
4314,1,1,1,1,1,1,1,1,1,1,64,3,3,0,20160528/GSWOKC
4315,1,1,1,1,1,0,1,1,1,2,61,0,0,0,20160528/GSWOKC
4316,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160528/GSWOKC
4317,1,1,1,1,1,1,1,1,1,1,54,3,2,-1,20160528/GSWOKC
4318,2,1,0,1,1,1,1,1,1,1,46,0,2,2,20160528/GSWOKC
4319,2,1,0,1,1,1,1,1,1,1,76,5,4,-1,20160528/GSWOKC
4320,2,1,0,1,1,1,1,1,1,1,105,7,2,-5,20160528/GSWOKC
4321,2,1,0,1,1,1,1,0,1,2,160,9,2,-7,20160528/GSWOKC
4225,1,1,1,1,1,1,1,1,1,1,146,5,5,0,20160526/OKCGSW
4226,1,1,1,1,1,1,1,0,1,2,199,8,5,-3,20160526/OKCGSW
4227,1,1,1,1,1,1,1,0,1,2,166,6,2,-4,20160526/OKCGSW
4228,1,1,1,1,1,0,1,0,1,3,0,0,0,0,20160526/OKCGSW
4229,1,1,1,1,1,0,1,0,1,3,0,0,0,0,20160526/OKCGSW
4230,1,1,1,1,1,0,1,0,1,3,38,1,0,-1,20160526/OKCGSW
4231,1,1,1,1,1,0,0,1,1,3,77,3,3,0,20160526/OKCGSW
4232,1,1,1,1,1,1,0,1,0,3,17,0,1,1,20160526/OKCGSW
4233,2,0,1,1,1,1,1,1,0,2,135,9,13,4,20160526/OKCGSW
4234,2,0,1,1,1,1,1,1,1,1,8,1,0,-1,20160526/OKCGSW
4235,2,0,1,1,1,1,1,1,1,1,33,0,3,3,20160526/OKCGSW
4236,2,0,1,1,1,1,1,1,1,1,81,3,2,-1,20160526/OKCGSW
4237,2,0,1,1,1,1,1,1,1,1,0,0,0,0,20160526/OKCGSW
4238,2,0,1,1,1,1,1,1,1,1,0,0,0,0,20160526/OKCGSW
4239,2,0,1,1,1,1,1,1,1,1,24,2,2,0,20160526/OKCGSW
4240,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160526/OKCGSW
4241,1,1,1,1,1,1,0,1,1,2,116,9,3,-6,20160526/OKCGSW
4242,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160526/OKCGSW
4243,1,1,1,1,1,1,1,0,1,2,161,6,7,1,20160526/OKCGSW
4244,1,1,1,1,1,1,1,1,1,1,69,0,2,2,20160526/OKCGSW
4245,1,1,1,1,1,1,1,1,1,1,368,15,20,5,20160526/OKCGSW
4246,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160526/OKCGSW
4247,1,1,1,1,1,1,1,1,1,1,126,6,2,-4,20160526/OKCGSW
4248,1,1,0,2,1,1,1,1,1,1,0,0,0,0,20160526/OKCGSW
4249,1,1,1,2,0,1,1,1,1,1,0,0,0,0,20160526/OKCGSW
4250,1,1,1,2,0,1,1,0,1,2,64,0,2,2,20160526/OKCGSW
4251,1,1,1,2,0,0,1,0,1,3,54,2,0,-2,20160526/OKCGSW
4252,1,1,1,2,0,0,0,1,1,3,20,3,0,-3,20160526/OKCGSW
4253,1,1,1,2,0,1,0,1,0,3,85,2,5,3,20160526/OKCGSW
4254,1,1,1,2,0,1,0,1,0,3,0,0,0,0,20160526/OKCGSW
4255,1,1,1,1,1,1,0,1,0,3,0,0,0,0,20160526/OKCGSW
4256,2,0,1,1,1,1,0,2,0,2,58,5,0,-5,20160526/OKCGSW
4257,2,0,1,1,1,1,1,1,0,2,38,3,0,-3,20160526/OKCGSW
4258,2,0,1,1,1,1,1,1,1,1,83,2,4,2,20160526/OKCGSW
4259,2,0,1,1,1,1,1,1,1,1,64,4,2,-2,20160526/OKCGSW
4260,2,0,1,1,1,1,1,1,1,1,0,0,0,0,20160526/OKCGSW
4261,2,0,1,1,1,1,1,1,1,1,0,0,0,0,20160526/OKCGSW
4262,1,1,1,1,1,1,1,1,1,1,11,1,0,-1,20160526/OKCGSW
4263,1,1,1,1,1,1,1,1,1,1,318,11,17,6,20160526/OKCGSW
4264,2,1,0,1,1,1,1,1,1,1,86,4,1,-3,20160526/OKCGSW
4265,2,1,0,1,1,1,1,1,1,1,47,7,7,0,20160526/OKCGSW
4266,2,1,0,1,1,0,1,1,1,2,0,0,0,0,20160526/OKCGSW
4267,2,1,0,1,1,0,1,1,0,3,4,0,3,3,20160526/OKCGSW
4268,2,1,0,1,1,0,1,1,0,3,11,2,0,-2,20160526/OKCGSW
4173,1,1,1,1,1,1,1,1,1,1,251,8,9,1,20160524/GSWOKC
4174,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160524/GSWOKC
4175,2,1,0,1,1,1,1,0,1,2,128,0,13,13,20160524/GSWOKC
4176,2,1,0,1,1,0,1,0,1,3,25,3,0,-3,20160524/GSWOKC
4177,1,1,0,2,1,0,1,0,1,3,35,3,3,0,20160524/GSWOKC
4178,1,1,0,2,1,0,1,1,1,2,0,0,0,0,20160524/GSWOKC
4179,1,1,1,2,0,0,1,1,1,2,57,1,2,1,20160524/GSWOKC
4180,1,1,1,2,0,1,1,1,1,1,0,0,0,0,20160524/GSWOKC
4181,1,1,1,2,0,1,1,1,1,1,18,0,1,1,20160524/GSWOKC
4182,2,0,1,2,0,1,1,1,1,1,50,4,0,-4,20160524/GSWOKC
4183,2,0,1,2,0,1,0,1,1,2,98,3,2,-1,20160524/GSWOKC
4184,1,1,1,1,1,1,0,2,0,2,113,8,2,-6,20160524/GSWOKC
4185,1,1,1,1,1,1,1,1,0,2,10,0,1,1,20160524/GSWOKC
4186,1,1,1,1,1,1,1,1,1,1,38,1,1,0,20160524/GSWOKC
4187,2,1,0,1,1,1,1,1,1,1,34,0,3,3,20160524/GSWOKC
4188,2,1,0,1,1,1,1,1,1,1,13,1,1,0,20160524/GSWOKC
4189,2,1,0,1,1,1,1,0,1,2,37,4,3,-1,20160524/GSWOKC
4190,2,1,0,1,1,1,1,0,1,2,14,0,1,1,20160524/GSWOKC
4191,2,1,0,1,1,1,1,1,1,1,0,0,0,0,20160524/GSWOKC
4192,2,1,1,1,0,1,1,1,1,1,98,4,5,1,20160524/GSWOKC
4193,2,1,1,1,0,1,1,1,1,1,118,3,9,6,20160524/GSWOKC
4194,1,1,1,2,0,1,1,1,1,1,77,3,5,2,20160524/GSWOKC
4195,1,1,1,2,0,1,1,1,1,1,0,0,0,0,20160524/GSWOKC
4196,1,1,1,2,0,1,1,0,1,2,131,4,8,4,20160524/GSWOKC
4197,1,1,1,1,1,1,1,0,1,2,4,0,0,0,20160524/GSWOKC
4198,1,1,1,1,1,1,1,1,1,1,321,18,7,-11,20160524/GSWOKC
4199,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160524/GSWOKC
4200,2,1,0,1,1,1,1,0,1,2,97,4,4,0,20160524/GSWOKC
4201,2,1,0,1,1,0,1,0,1,3,0,0,0,0,20160524/GSWOKC
4202,2,1,0,1,1,0,0,1,1,3,41,2,1,-1,20160524/GSWOKC
4203,1,1,0,2,1,0,0,1,1,3,32,0,3,3,20160524/GSWOKC
4204,1,0,1,2,1,0,0,1,1,3,0,0,0,0,20160524/GSWOKC
4205,2,0,1,2,0,0,0,1,1,3,134,6,7,1,20160524/GSWOKC
4206,2,0,1,2,0,1,0,1,1,2,15,0,0,0,20160524/GSWOKC
4207,2,0,1,2,0,1,0,1,1,2,0,0,0,0,20160524/GSWOKC
4208,2,0,1,2,0,1,0,1,1,2,63,2,3,1,20160524/GSWOKC
4209,2,0,1,2,0,1,0,1,1,2,0,0,0,0,20160524/GSWOKC
4210,1,1,1,1,1,1,0,1,0,3,150,3,4,1,20160524/GSWOKC
4211,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160524/GSWOKC
4212,2,1,1,0,1,1,0,1,1,2,0,0,0,0,20160524/GSWOKC
4213,2,1,0,1,1,1,0,1,1,2,75,1,3,2,20160524/GSWOKC
4214,2,1,0,1,1,1,1,0,1,2,300,5,13,8,20160524/GSWOKC
4215,1,1,0,1,2,1,1,0,1,2,0,0,0,0,20160524/GSWOKC
4216,1,0,0,1,3,1,1,0,1,2,0,0,0,0,20160524/GSWOKC
4217,1,0,1,1,2,1,1,0,1,2,0,0,0,0,20160524/GSWOKC
4218,1,0,1,0,3,1,1,0,1,2,0,0,0,0,20160524/GSWOKC
4219,0,0,2,0,3,1,1,0,1,2,77,2,1,-1,20160524/GSWOKC
4220,0,0,2,0,3,0,1,0,2,2,0,0,0,0,20160524/GSWOKC
4221,0,0,2,0,3,0,0,0,2,3,0,0,0,0,20160524/GSWOKC
4222,0,0,2,0,3,1,0,0,1,3,35,1,3,2,20160524/GSWOKC
4223,0,0,2,0,3,1,0,0,1,3,0,0,0,0,20160524/GSWOKC
4224,0,0,2,0,3,1,0,1,1,2,81,0,0,0,20160524/GSWOKC
4133,1,1,1,1,1,1,1,1,1,1,246,11,12,1,20160522/GSWOKC
4134,1,1,1,1,1,1,1,1,1,1,22,0,1,1,20160522/GSWOKC
4135,1,1,1,1,1,1,1,1,1,1,13,0,1,1,20160522/GSWOKC
4136,1,1,1,1,1,1,1,0,1,2,243,9,16,7,20160522/GSWOKC
4137,1,1,2,1,0,1,1,0,1,2,0,0,0,0,20160522/GSWOKC
4138,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160522/GSWOKC
4139,1,1,1,1,1,0,1,1,1,2,0,0,0,0,20160522/GSWOKC
4140,1,1,1,1,1,0,0,2,1,2,0,0,0,0,20160522/GSWOKC
4141,1,1,1,1,1,0,0,2,1,2,74,5,0,-5,20160522/GSWOKC
4142,1,1,1,1,1,1,0,2,0,2,106,3,4,1,20160522/GSWOKC
4143,1,1,1,1,1,1,0,1,0,3,0,0,0,0,20160522/GSWOKC
4144,2,0,1,1,1,1,0,2,0,2,138,7,2,-5,20160522/GSWOKC
4145,2,0,1,1,1,1,0,2,1,1,0,0,0,0,20160522/GSWOKC
4146,2,0,1,1,1,1,0,2,1,1,49,3,2,-1,20160522/GSWOKC
4147,2,0,1,1,1,1,1,1,1,1,0,0,0,0,20160522/GSWOKC
4148,1,0,1,1,2,1,1,1,1,1,0,0,0,0,20160522/GSWOKC
4149,1,1,1,1,1,1,1,1,1,1,100,2,8,6,20160522/GSWOKC
4150,0,1,1,2,1,1,1,1,1,1,76,2,2,0,20160522/GSWOKC
4151,1,1,1,1,1,1,1,1,1,1,0,0,2,2,20160522/GSWOKC
4152,2,1,0,1,1,1,1,1,1,1,0,0,0,0,20160522/GSWOKC
4153,2,1,0,1,1,1,1,0,1,2,57,0,2,2,20160522/GSWOKC
4154,2,1,0,1,1,1,1,1,1,1,0,0,0,0,20160522/GSWOKC
4155,1,1,1,1,1,1,1,1,1,1,18,2,3,1,20160522/GSWOKC
4156,1,1,1,1,1,1,1,0,1,2,95,2,4,2,20160522/GSWOKC
4157,2,1,0,1,1,1,1,0,1,2,160,1,9,8,20160522/GSWOKC
4158,2,1,0,1,1,0,1,0,1,3,26,0,3,3,20160522/GSWOKC
4159,1,1,1,1,1,1,1,1,1,1,186,9,9,0,20160522/GSWOKC
4160,1,1,1,1,1,1,1,0,1,2,25,0,0,0,20160522/GSWOKC
4161,2,1,0,1,1,1,1,0,1,2,152,3,10,7,20160522/GSWOKC
4162,1,1,0,2,1,1,1,0,1,2,17,0,2,2,20160522/GSWOKC
4163,1,1,1,2,0,1,1,0,1,2,0,0,0,0,20160522/GSWOKC
4164,1,1,1,2,0,0,1,0,1,3,125,7,9,2,20160522/GSWOKC
4165,1,1,1,2,0,1,1,0,1,2,126,6,10,4,20160522/GSWOKC
4166,1,1,1,1,1,1,1,0,1,2,25,1,2,1,20160522/GSWOKC
4167,2,0,1,1,1,1,1,0,1,2,0,0,0,0,20160522/GSWOKC
4168,1,0,1,1,2,0,1,1,0,3,167,12,6,-6,20160522/GSWOKC
4169,1,0,1,1,2,1,0,1,0,3,42,0,0,0,20160522/GSWOKC
4170,1,0,1,0,3,1,0,1,0,3,157,6,6,0,20160522/GSWOKC
4171,1,0,1,0,3,1,0,1,1,2,48,2,0,-2,20160522/GSWOKC
4172,1,0,1,0,3,1,0,1,1,2,298,12,8,-4,20160522/GSWOKC
4085,1,1,1,1,1,1,1,1,1,1,268,9,8,-1,20160518/OKCGSW
4086,1,1,1,1,1,1,1,1,1,1,56,0,0,0,20160518/OKCGSW
4087,1,1,1,1,1,1,1,1,1,1,75,4,4,0,20160518/OKCGSW
4088,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160518/OKCGSW
4089,1,1,1,1,1,0,1,1,1,2,0,0,0,0,20160518/OKCGSW
4090,2,1,0,1,1,0,1,1,1,2,61,5,2,-3,20160518/OKCGSW
4091,2,1,0,1,1,0,1,1,1,2,0,0,0,0,20160518/OKCGSW
4092,2,1,0,2,0,0,1,1,1,2,86,4,2,-2,20160518/OKCGSW
4093,1,1,1,2,0,0,1,1,1,2,0,0,0,0,20160518/OKCGSW
4094,1,1,1,2,0,0,1,2,0,2,0,0,0,0,20160518/OKCGSW
4095,1,1,1,2,0,1,0,2,0,2,13,0,0,0,20160518/OKCGSW
4096,1,1,1,1,1,1,0,2,0,2,134,3,4,1,20160518/OKCGSW
4097,1,1,1,1,1,1,0,2,0,2,0,0,0,0,20160518/OKCGSW
4098,0,1,1,2,1,1,0,2,0,2,0,0,0,0,20160518/OKCGSW
4099,2,0,1,1,1,1,0,2,0,2,195,10,6,-4,20160518/OKCGSW
4100,2,0,1,1,1,1,1,1,0,2,0,0,0,0,20160518/OKCGSW
4101,2,0,1,1,1,1,1,1,1,1,0,0,0,0,20160518/OKCGSW
4102,1,0,1,2,1,1,1,1,1,1,0,0,0,0,20160518/OKCGSW
4103,1,0,1,2,1,1,1,1,1,1,37,0,6,6,20160518/OKCGSW
4104,1,0,2,1,1,1,1,1,1,1,0,0,0,0,20160518/OKCGSW
4105,1,1,1,1,1,1,1,1,1,1,120,6,4,-2,20160518/OKCGSW
4106,1,1,1,1,1,1,1,1,1,1,57,2,3,1,20160518/OKCGSW
4107,1,1,1,1,1,1,1,1,1,1,204,5,8,3,20160518/OKCGSW
4108,1,1,1,1,1,1,0,1,1,2,68,7,2,-5,20160518/OKCGSW
4109,1,1,1,1,1,1,1,1,1,1,327,15,8,-7,20160518/OKCGSW
4110,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160518/OKCGSW
4111,1,1,1,1,1,1,1,1,1,1,46,6,2,-4,20160518/OKCGSW
4112,1,1,1,1,1,1,0,2,1,1,75,4,2,-2,20160518/OKCGSW
4113,1,1,1,1,1,1,0,2,1,1,0,0,0,0,20160518/OKCGSW
4114,1,1,1,1,1,0,0,2,1,2,14,1,1,0,20160518/OKCGSW
4115,1,1,1,1,1,0,0,2,1,2,0,0,0,0,20160518/OKCGSW
4116,0,1,1,2,1,0,0,2,1,2,102,4,0,-4,20160518/OKCGSW
4117,1,1,1,1,1,0,0,2,1,2,0,0,0,0,20160518/OKCGSW
4118,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160518/OKCGSW
4119,2,0,1,1,1,1,1,1,1,1,193,14,10,-4,20160518/OKCGSW
4120,2,0,1,1,1,1,1,1,1,1,16,1,1,0,20160518/OKCGSW
4121,2,0,1,1,1,1,1,1,1,1,10,0,1,1,20160518/OKCGSW
4122,2,0,1,1,1,1,1,1,1,1,34,2,1,-1,20160518/OKCGSW
4123,1,0,1,2,1,1,1,1,1,1,0,0,0,0,20160518/OKCGSW
4124,1,0,1,2,1,1,1,1,0,2,43,0,0,0,20160518/OKCGSW
4125,1,0,1,2,1,1,1,1,0,2,0,0,0,0,20160518/OKCGSW
4126,1,0,1,1,2,1,1,1,0,2,0,0,0,0,20160518/OKCGSW
4127,1,0,1,1,2,1,0,1,1,2,26,2,0,-2,20160518/OKCGSW
4128,1,0,1,1,2,1,0,1,1,2,13,0,0,0,20160518/OKCGSW
4129,1,0,1,0,3,1,0,1,1,2,14,0,0,0,20160518/OKCGSW
4130,1,0,1,0,3,1,1,1,1,1,0,0,0,0,20160518/OKCGSW
4131,1,0,1,0,3,1,1,0,1,2,45,2,0,-2,20160518/OKCGSW
4132,1,0,1,0,3,1,1,0,1,2,324,12,16,4,20160518/OKCGSW
4041,1,1,1,1,1,1,1,1,1,1,281,9,8,-1,20160516/OKCGSW
4042,1,1,1,1,1,1,1,1,1,1,102,2,2,0,20160516/OKCGSW
4043,1,1,1,1,1,1,1,1,1,1,80,4,3,-1,20160516/OKCGSW
4044,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160516/OKCGSW
4045,1,1,1,1,1,0,1,1,1,2,0,0,0,0,20160516/OKCGSW
4046,2,1,0,1,1,0,1,1,1,2,145,8,6,-2,20160516/OKCGSW
4047,2,1,0,1,1,0,0,2,1,2,0,0,0,0,20160516/OKCGSW
4048,2,1,0,1,1,1,0,2,0,2,0,0,0,0,20160516/OKCGSW
4049,1,1,1,1,1,1,0,2,0,2,0,0,0,0,20160516/OKCGSW
4050,1,1,1,1,1,1,0,2,0,2,103,4,2,-2,20160516/OKCGSW
4051,1,1,1,1,1,1,0,1,0,3,0,0,0,0,20160516/OKCGSW
4052,2,0,1,1,1,1,0,2,0,2,75,5,3,-2,20160516/OKCGSW
4053,2,0,1,1,1,1,0,1,0,3,47,5,0,-5,20160516/OKCGSW
4054,2,0,1,1,1,1,0,1,1,2,29,0,2,2,20160516/OKCGSW
4055,1,0,1,2,1,1,0,1,1,2,11,0,0,0,20160516/OKCGSW
4056,1,0,1,2,1,1,1,1,1,1,52,0,5,5,20160516/OKCGSW
4057,0,1,1,2,1,1,1,1,1,1,0,0,0,0,20160516/OKCGSW
4058,0,1,0,2,2,1,1,1,1,1,0,0,0,0,20160516/OKCGSW
4059,0,1,1,2,1,1,1,1,1,1,125,7,2,-5,20160516/OKCGSW
4060,0,1,1,2,1,1,1,1,1,1,104,2,7,5,20160516/OKCGSW
4061,1,1,1,1,1,1,1,1,1,1,32,0,0,0,20160516/OKCGSW
4062,1,1,1,1,1,1,1,0,1,2,0,0,0,0,20160516/OKCGSW
4063,2,1,0,1,1,1,1,0,1,2,220,11,5,-6,20160516/OKCGSW
4064,2,0,0,1,2,1,1,0,1,2,0,0,0,0,20160516/OKCGSW
4065,1,1,1,1,1,1,1,1,1,1,215,9,11,2,20160516/OKCGSW
4066,1,1,1,1,1,1,1,1,1,1,108,2,6,4,20160516/OKCGSW
4067,1,1,1,1,1,1,1,1,1,1,23,0,1,1,20160516/OKCGSW
4068,1,1,1,1,1,1,1,1,1,1,0,0,0,0,20160516/OKCGSW
4069,2,1,0,1,1,1,1,1,1,1,109,7,5,-2,20160516/OKCGSW
4070,2,1,0,2,0,1,1,1,1,1,35,3,0,-3,20160516/OKCGSW
4071,2,1,0,2,0,1,0,2,1,1,0,0,0,0,20160516/OKCGSW
4072,1,1,1,2,0,1,0,2,1,1,31,3,2,-1,20160516/OKCGSW
4073,1,1,1,2,0,1,0,2,1,1,101,3,8,5,20160516/OKCGSW
4074,2,0,1,1,1,1,0,2,0,2,235,7,17,10,20160516/OKCGSW
4075,1,0,1,2,1,1,0,2,0,2,0,0,0,0,20160516/OKCGSW
4076,1,1,0,2,1,1,0,2,0,2,0,0,0,0,20160516/OKCGSW
4077,1,1,0,2,1,1,0,1,1,2,0,0,0,0,20160516/OKCGSW
4078,1,1,0,2,1,1,1,1,1,1,151,2,2,0,20160516/OKCGSW
4079,1,1,0,2,1,1,1,1,1,1,0,0,0,0,20160516/OKCGSW
4080,2,1,0,1,1,1,1,1,1,1,304,7,8,1,20160516/OKCGSW
4081,2,1,0,1,1,1,1,1,1,1,13,2,0,-2,20160516/OKCGSW
4082,2,1,0,1,1,1,1,1,1,1,2,0,1,1,20160516/OKCGSW
4083,2,1,0,1,1,1,1,1,1,1,6,0,2,2,20160516/OKCGSW
4084,2,1,0,1,1,1,0,1,1,2,4,0,0,0,20160516/OKCGSW
3992,1,1,1,1,1,2,0,1,1,1,232,8,12,4,20160511/PORGSW
3993,1,1,1,1,1,2,0,1,1,1,141,2,8,6,20160511/PORGSW
3994,1,1,1,1,1,2,0,1,1,1,73,7,0,-7,20160511/PORGSW
3995,1,1,1,1,1,1,0,1,1,2,0,0,0,0,20160511/PORGSW
3996,1,1,1,1,1,0,0,1,1,3,54,3,0,-3,20160511/PORGSW
3997,1,1,1,1,1,0,1,0,1,3,0,0,0,0,20160511/PORGSW
3998,1,1,1,1,1,0,1,0,2,2,0,0,0,0,20160511/PORGSW
3999,1,1,1,1,1,0,1,0,2,2,132,5,4,-1,20160511/PORGSW
4000,1,1,1,1,1,0,1,0,2,2,83,2,6,4,20160511/PORGSW
4001,1,1,0,1,2,0,1,0,2,2,0,0,0,0,20160511/PORGSW
4002,1,1,0,1,2,0,1,0,2,2,0,0,0,0,20160511/PORGSW
4003,2,0,1,1,1,0,1,0,1,3,89,0,2,2,20160511/PORGSW
4004,2,0,1,1,1,1,1,0,0,3,95,4,7,3,20160511/PORGSW
4005,2,1,0,1,1,1,1,0,0,3,76,2,1,-1,20160511/PORGSW
4006,1,1,0,2,1,1,1,0,0,3,39,5,1,-4,20160511/PORGSW
4007,1,1,0,2,1,1,1,0,1,2,0,0,0,0,20160511/PORGSW
4008,1,1,0,2,1,2,1,0,1,1,147,1,8,7,20160511/PORGSW
4009,0,1,1,2,1,2,1,0,1,1,0,0,0,0,20160511/PORGSW
4010,0,1,1,2,1,2,0,1,1,1,35,3,1,-2,20160511/PORGSW
4011,1,1,1,1,1,2,0,1,1,1,0,0,0,0,20160511/PORGSW
4012,1,1,1,1,1,2,0,1,1,1,17,3,1,-2,20160511/PORGSW
